id_incidente,anio,mes,dia_semana,estacion,momento_dia,pais,tipo_area,densidad_poblacion_por_km2,tipo_delito,puntaje_severidad_delito,cantidad_victimas,genero_victima,grupo_edad_victima,lesiones_reportadas,fallecidos,perdida_financiera_usd,arma_utilizada,mes_nombre,inconsistencia_victimas,perdida_atipica,nivel_severidad
CRM0005291,2021,11,Sábado,Primavera,Anochecer (6pm-10pm),Nigeria,Suburbano,1476,Delito de Drogas,6.8,1,Femenino,26-35,0,0,3.73,Desconocido,Noviembre,False,False,Alta
CRM0005292,2021,4,Domingo,Invierno,Madrugada (2am-6am),Brasil,Urbano,1096,Fraude,4.9,2,Masculino,36-45,0,0,386.82,Arma de Fuego,Abril,False,False,Media
CRM0005293,2020,5,Lunes,Primavera,Anochecer (6pm-10pm),Reino Unido,Suburbano,192,Violencia Doméstica,6.7,2,Femenino,18-25,4,0,18.42,Vehículo,Mayo,False,False,Alta
CRM0005294,2020,7,Domingo,Verano,Anochecer (6pm-10pm),India,Suburbano,238,Cibercrimen,3.8,1,Masculino,65+,0,0,11763.72,Sin Arma Registrada,Julio,False,True,Media
CRM0005295,2023,1,Viernes,Invierno,Noche (10pm-2am),Nigeria,Suburbano,202,Violencia Doméstica,6.5,1,Femenino,26-35,2,0,16.16,Sin Arma Registrada,Enero,False,False,Media
CRM0005296,2020,3,Sábado,Otoño,Noche (10pm-2am),Nigeria,Rural,67,Hurto,4.2,1,Masculino,26-35,0,0,228.63,Sustancia Química,Marzo,False,False,Media
CRM0005297,2022,3,Domingo,Primavera,Noche (10pm-2am),Francia,Rural,122,Fraude,5.0,5,Femenino,18-25,0,0,470.16,Arma Blanca,Marzo,False,False,Media
CRM0005298,2023,2,Miércoles,Verano,Tarde (12pm-6pm),Estados Unidos,Suburbano,187,Hurto,2.9,1,Femenino,36-45,0,0,616.77,Arma Blanca,Febrero,False,False,Baja
CRM0005299,2022,8,Lunes,Primavera,Noche (10pm-2am),Sudáfrica,Suburbano,351,Violencia Doméstica,6.7,1,Masculino,46-55,3,0,108.72,Arma de Fuego,Agosto,False,False,Alta
CRM0005300,2020,5,Sábado,Primavera,Noche (10pm-2am),Brasil,Urbano,5006,Delito de Drogas,6.8,1,Femenino,46-55,0,0,98.69,Arma Blanca,Mayo,False,False,Alta
CRM0005301,2023,1,Viernes,Invierno,Tarde (12pm-6pm),Sudáfrica,Urbano,1015,Secuestro,8.8,1,Masculino,26-35,0,0,50.27,Sin Arma Registrada,Enero,False,False,Alta
CRM0005302,2020,12,Sábado,Verano,Noche (10pm-2am),Reino Unido,Rural,47,Delito de Drogas,6.3,2,Masculino,18-25,0,0,67.4,Arma de Fuego,Diciembre,False,False,Media
CRM0005303,2023,2,Sábado,Verano,Madrugada (2am-6am),Egipto,Suburbano,274,Fraude,4.1,5,Masculino,Menor de 18,0,0,12119.44,Arma Blanca,Febrero,False,True,Media
CRM0005304,2024,1,Lunes,Verano,Tarde (12pm-6pm),Nigeria,Urbano,1178,Violencia Doméstica,5.7,2,Femenino,26-35,4,0,38.29,Arma Blanca,Enero,False,False,Media
CRM0005305,2022,6,Martes,Verano,Mañana (6am-12pm),Australia,Urbano,4644,Fraude,6.4,1,Femenino,26-35,0,0,2270.33,Sin Arma Registrada,Junio,False,True,Media
CRM0005306,2022,9,Sábado,Verano,Anochecer (6pm-10pm),Pakistán,Rural,431,Allanamiento,4.5,1,Masculino,36-45,0,0,1376.03,Objeto Contundente,Septiembre,False,False,Media
CRM0005307,2022,11,Miércoles,Verano,Anochecer (6pm-10pm),Sudáfrica,Suburbano,204,Cibercrimen,4.8,1,Masculino,46-55,0,0,2582.36,Sin Arma Registrada,Noviembre,False,True,Media
CRM0005308,2022,7,Viernes,Verano,Mañana (6am-12pm),Australia,Urbano,2745,Hurto,3.3,1,Masculino,46-55,0,0,442.28,Sin Arma Registrada,Julio,False,False,Baja
CRM0005309,2024,5,Martes,Otoño,Anochecer (6pm-10pm),India,Suburbano,426,Hurto,3.4,2,Femenino,26-35,0,0,1993.3,Arma de Fuego,Mayo,False,False,Media
CRM0005310,2024,12,Viernes,Primavera,Noche (10pm-2am),México,Urbano,1176,Incendio Provocado,7.4,4,Masculino,36-45,4,1,37.57,Vehículo,Diciembre,False,False,Alta
CRM0005311,2022,3,Domingo,Verano,Noche (10pm-2am),Egipto,Rural,112,Delito de Drogas,6.7,2,Masculino,26-35,0,0,120.1,Objeto Contundente,Marzo,False,False,Alta
CRM0005312,2023,12,Miércoles,Otoño,Tarde (12pm-6pm),Egipto,Remoto,27,Vandalismo,1.3,2,Femenino,46-55,0,0,108.82,Objeto Contundente,Diciembre,False,False,Baja
CRM0005313,2024,12,Miércoles,Verano,Tarde (12pm-6pm),México,Urbano,1324,Robo,8.3,5,Femenino,Menor de 18,4,0,527.28,Objeto Contundente,Diciembre,False,False,Alta
CRM0005314,2024,8,Viernes,Invierno,Mañana (6am-12pm),Brasil,Suburbano,148,Asalto,7.5,1,Masculino,46-55,1,0,171.16,Vehículo,Agosto,False,False,Alta
CRM0005315,2022,10,Miércoles,Otoño,Tarde (12pm-6pm),Pakistán,Remoto,15,Fraude,6.8,2,Femenino,Menor de 18,0,0,312.62,Sin Arma Registrada,Octubre,False,False,Alta
CRM0005316,2022,4,Jueves,Primavera,Tarde (12pm-6pm),Indonesia,Suburbano,288,Hurto,3.4,1,Femenino,18-25,0,0,3791.9,Objeto Contundente,Abril,False,True,Media
CRM0005317,2021,9,Sábado,Primavera,Madrugada (2am-6am),Pakistán,Suburbano,198,Homicidio,9.0,1,Femenino,26-35,0,3,120.31,Sin Arma Registrada,Septiembre,True,False,Alta
CRM0005318,2024,5,Viernes,Invierno,Mañana (6am-12pm),Brasil,Urbano,5291,Fraude,6.8,1,Masculino,18-25,0,0,7601.22,Arma de Fuego,Mayo,False,True,Alta
CRM0005319,2020,6,Domingo,Invierno,Noche (10pm-2am),México,Urbano,2060,Secuestro,7.9,3,Masculino,18-25,6,0,146.99,Sin Arma Registrada,Junio,False,False,Alta
CRM0005320,2023,5,Viernes,Verano,Anochecer (6pm-10pm),Egipto,Suburbano,378,Hurto,3.5,1,Femenino,65+,0,0,624.7,Arma de Fuego,Mayo,False,False,Media
CRM0005321,2021,10,Martes,Invierno,Anochecer (6pm-10pm),Pakistán,Rural,75,Asalto,6.0,1,Femenino,36-45,1,0,524.29,Arma Blanca,Octubre,False,False,Media
CRM0005322,2021,12,Viernes,Primavera,Madrugada (2am-6am),Alemania,Suburbano,532,Asalto,5.1,2,Femenino,18-25,1,0,371.16,Arma de Fuego,Diciembre,False,False,Media
CRM0005323,2022,11,Domingo,Invierno,Mañana (6am-12pm),Canadá,Rural,242,Robo,7.3,1,Femenino,26-35,0,0,44.53,Desconocido,Noviembre,False,False,Alta
CRM0005324,2024,7,Viernes,Otoño,Noche (10pm-2am),Estados Unidos,Urbano,1026,Cibercrimen,5.0,2,Femenino,46-55,0,0,2887.79,Objeto Contundente,Julio,False,True,Media
CRM0005325,2020,7,Martes,Primavera,Noche (10pm-2am),Pakistán,Rural,77,Hurto,4.1,5,Femenino,26-35,0,0,31.36,Sustancia Química,Julio,False,False,Media
CRM0005326,2023,1,Viernes,Invierno,Anochecer (6pm-10pm),Reino Unido,Urbano,5184,Cibercrimen,3.0,1,Femenino,36-45,0,0,1943.06,Sin Arma Registrada,Enero,False,False,Baja
CRM0005327,2020,2,Sábado,Verano,Madrugada (2am-6am),México,Suburbano,360,Fraude,6.2,4,Desconocido,26-35,0,0,822.28,Sin Arma Registrada,Febrero,False,False,Media
CRM0005328,2021,7,Miércoles,Primavera,Tarde (12pm-6pm),Brasil,Suburbano,709,Vandalismo,2.5,4,Masculino,56-65,0,0,21.38,Desconocido,Julio,False,False,Baja
CRM0005329,2022,8,Jueves,Primavera,Tarde (12pm-6pm),Sudáfrica,Rural,107,Delito de Drogas,5.6,1,Masculino,18-25,0,0,63.68,Arma Blanca,Agosto,False,False,Media
CRM0005330,2022,4,Domingo,Primavera,Anochecer (6pm-10pm),Brasil,Rural,144,Cibercrimen,5.9,1,Masculino,26-35,0,0,7962.78,Arma Blanca,Abril,False,True,Media
CRM0005331,2021,6,Martes,Primavera,Mañana (6am-12pm),México,Suburbano,123,Hurto,2.9,1,Femenino,65+,0,0,57.54,Sustancia Química,Junio,False,False,Baja
CRM0005332,2021,11,Martes,Primavera,Noche (10pm-2am),Brasil,Suburbano,160,Delito de Drogas,6.3,1,Femenino,26-35,0,0,480.52,Sin Arma Registrada,Noviembre,False,False,Media
CRM0005333,2020,12,Jueves,Otoño,Anochecer (6pm-10pm),Egipto,Urbano,4326,Fraude,5.3,1,Masculino,36-45,0,0,5907.92,Vehículo,Diciembre,False,True,Media
CRM0005334,2021,10,Miércoles,Verano,Anochecer (6pm-10pm),Canadá,Suburbano,181,Hurto,4.1,2,Femenino,18-25,0,0,372.71,Vehículo,Octubre,False,False,Media
CRM0005335,2024,3,Domingo,Otoño,Tarde (12pm-6pm),Estados Unidos,Suburbano,200,Asalto,6.3,3,Masculino,18-25,4,0,136.01,Sin Arma Registrada,Marzo,False,False,Media
CRM0005336,2024,7,Miércoles,Otoño,Anochecer (6pm-10pm),Pakistán,Rural,41,Asalto,5.8,2,Masculino,18-25,3,0,26.48,Desconocido,Julio,False,False,Media
CRM0005337,2022,11,Lunes,Verano,Mañana (6am-12pm),Indonesia,Urbano,166,Hurto,3.6,1,Femenino,65+,0,0,182.31,Sustancia Química,Noviembre,False,False,Media
CRM0005338,2023,3,Jueves,Otoño,Noche (10pm-2am),México,Suburbano,392,Violencia Doméstica,6.1,2,Masculino,26-35,4,0,18.83,Vehículo,Marzo,False,False,Media
CRM0005339,2024,11,Sábado,Otoño,Tarde (12pm-6pm),México,Rural,85,Homicidio,8.4,1,Masculino,18-25,4,2,73.83,Desconocido,Noviembre,True,False,Alta
CRM0005340,2020,7,Domingo,Invierno,Anochecer (6pm-10pm),Nigeria,Suburbano,266,Robo,8.5,1,Femenino,46-55,1,0,842.18,Sin Arma Registrada,Julio,False,False,Alta
CRM0005341,2024,12,Martes,Verano,Mañana (6am-12pm),Pakistán,Rural,506,Allanamiento,5.4,2,Masculino,Menor de 18,0,0,153.91,Arma Blanca,Diciembre,False,False,Media
CRM0005342,2024,11,Sábado,Otoño,Tarde (12pm-6pm),Brasil,Rural,64,Asalto,7.5,2,Masculino,46-55,2,0,217.6,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0005343,2020,12,Martes,Otoño,Noche (10pm-2am),India,Urbano,1354,Asalto,6.4,2,Masculino,65+,4,0,270.54,Arma de Fuego,Diciembre,False,False,Media
CRM0005344,2021,11,Martes,Primavera,Tarde (12pm-6pm),Pakistán,Rural,152,Allanamiento,5.7,2,Femenino,18-25,0,0,526.54,Desconocido,Noviembre,False,False,Media
CRM0005345,2024,8,Domingo,Otoño,Madrugada (2am-6am),Egipto,Urbano,2701,Allanamiento,7.0,2,Femenino,18-25,0,0,4384.59,Sin Arma Registrada,Agosto,False,True,Alta
CRM0005346,2022,3,Miércoles,Primavera,Tarde (12pm-6pm),Canadá,Suburbano,477,Homicidio,9.9,1,Femenino,18-25,0,3,198.59,Arma Blanca,Marzo,True,False,Alta
CRM0005347,2020,2,Lunes,Invierno,Anochecer (6pm-10pm),Alemania,Urbano,2119,Cibercrimen,3.8,1,Masculino,26-35,0,0,26233.36,Objeto Contundente,Febrero,False,True,Media
CRM0005348,2021,12,Sábado,Primavera,Tarde (12pm-6pm),Estados Unidos,Suburbano,938,Delito de Drogas,6.6,1,Masculino,46-55,0,0,354.39,Sin Arma Registrada,Diciembre,False,False,Media
CRM0005349,2022,6,Miércoles,Verano,Noche (10pm-2am),Pakistán,Urbano,1333,Asalto,6.2,1,Masculino,46-55,0,0,129.9,Sin Arma Registrada,Junio,False,False,Media
CRM0005350,2023,4,Domingo,Otoño,Tarde (12pm-6pm),Sudáfrica,Rural,100,Cibercrimen,3.2,4,Femenino,18-25,0,0,268670.42,Sin Arma Registrada,Abril,False,True,Baja
CRM0005351,2023,8,Jueves,Verano,Tarde (12pm-6pm),Francia,Urbano,2438,Hurto,3.7,2,Masculino,46-55,0,0,1918.22,Sin Arma Registrada,Agosto,False,False,Media
CRM0005352,2024,2,Viernes,Otoño,Noche (10pm-2am),Estados Unidos,Rural,35,Agresión Sexual,9.9,2,Femenino,18-25,0,0,53.18,Sin Arma Registrada,Febrero,False,False,Alta
CRM0005353,2021,4,Viernes,Primavera,Madrugada (2am-6am),India,Rural,85,Delito de Drogas,6.9,1,Femenino,26-35,0,0,191.67,Objeto Contundente,Abril,False,False,Alta
CRM0005354,2022,2,Jueves,Verano,Anochecer (6pm-10pm),Estados Unidos,Urbano,1724,Incendio Provocado,6.4,1,Masculino,18-25,6,0,28.42,Objeto Contundente,Febrero,False,False,Media
CRM0005355,2022,2,Domingo,Verano,Madrugada (2am-6am),Francia,Urbano,1639,Delito de Drogas,6.3,1,Masculino,36-45,0,0,92.14,Sin Arma Registrada,Febrero,False,False,Media
CRM0005356,2022,2,Miércoles,Invierno,Madrugada (2am-6am),Pakistán,Suburbano,179,Asalto,7.4,1,Masculino,Menor de 18,1,0,454.53,Sin Arma Registrada,Febrero,False,False,Alta
CRM0005357,2021,1,Sábado,Primavera,Madrugada (2am-6am),Pakistán,Suburbano,126,Allanamiento,5.1,1,Masculino,Menor de 18,0,0,1142.18,Sin Arma Registrada,Enero,False,False,Media
CRM0005358,2024,4,Martes,Invierno,Anochecer (6pm-10pm),India,Urbano,2112,Cibercrimen,5.0,4,Femenino,18-25,0,0,1152.89,Sin Arma Registrada,Abril,False,False,Media
CRM0005359,2024,2,Domingo,Otoño,Madrugada (2am-6am),Nigeria,Urbano,659,Robo,7.5,1,Femenino,26-35,3,0,147.29,Vehículo,Febrero,False,False,Alta
CRM0005360,2022,9,Lunes,Invierno,Tarde (12pm-6pm),India,Rural,84,Hurto,2.7,1,Femenino,46-55,0,0,113.34,Arma Blanca,Septiembre,False,False,Baja
CRM0005361,2023,9,Domingo,Verano,Tarde (12pm-6pm),Brasil,Suburbano,820,Asalto,7.3,3,Masculino,18-25,3,0,719.66,Arma Blanca,Septiembre,False,False,Alta
CRM0005362,2021,11,Lunes,Verano,Anochecer (6pm-10pm),Canadá,Urbano,5942,Delito de Drogas,4.8,2,Femenino,26-35,0,0,135.46,Arma Blanca,Noviembre,False,False,Media
CRM0005363,2022,11,Domingo,Invierno,Mañana (6am-12pm),Estados Unidos,Urbano,1363,Asalto,6.0,1,Femenino,26-35,3,0,514.54,Sustancia Química,Noviembre,False,False,Media
CRM0005364,2023,7,Lunes,Primavera,Anochecer (6pm-10pm),Australia,Remoto,29,Homicidio,8.4,1,Masculino,18-25,4,2,25.76,Objeto Contundente,Julio,True,False,Alta
CRM0005365,2022,6,Jueves,Primavera,Tarde (12pm-6pm),Sudáfrica,Suburbano,292,Robo,8.2,2,Femenino,26-35,4,0,1011.73,Arma de Fuego,Junio,False,False,Alta
CRM0005366,2024,12,Sábado,Otoño,Madrugada (2am-6am),Canadá,Rural,35,Fraude,4.8,1,Masculino,65+,0,0,1116.09,Objeto Contundente,Diciembre,False,False,Media
CRM0005367,2023,3,Jueves,Verano,Tarde (12pm-6pm),Francia,Rural,98,Fraude,4.8,2,Masculino,65+,0,0,560.78,Sin Arma Registrada,Marzo,False,False,Media
CRM0005368,2022,12,Domingo,Invierno,Noche (10pm-2am),Reino Unido,Rural,115,Vandalismo,2.8,2,Masculino,26-35,0,0,14.44,Sustancia Química,Diciembre,False,False,Baja
CRM0005369,2023,7,Domingo,Otoño,Anochecer (6pm-10pm),Pakistán,Rural,99,Allanamiento,4.5,1,Masculino,36-45,0,0,442.05,Sin Arma Registrada,Julio,False,False,Media
CRM0005370,2021,1,Viernes,Primavera,Madrugada (2am-6am),India,Urbano,1026,Agresión Sexual,9.7,1,Masculino,26-35,2,0,116.35,Arma de Fuego,Enero,False,False,Alta
CRM0005371,2022,9,Miércoles,Primavera,Tarde (12pm-6pm),Turquía,Remoto,61,Asalto,6.4,2,Masculino,46-55,2,0,250.28,Arma Blanca,Septiembre,False,False,Media
CRM0005372,2022,4,Miércoles,Otoño,Mañana (6am-12pm),India,Suburbano,583,Cibercrimen,4.1,2,Femenino,18-25,0,0,3542.09,Objeto Contundente,Abril,False,True,Media
CRM0005373,2022,6,Lunes,Otoño,Noche (10pm-2am),Sudáfrica,Rural,213,Vandalismo,1.4,1,Femenino,65+,0,0,107.05,Arma Blanca,Junio,False,False,Baja
CRM0005374,2023,6,Sábado,Verano,Anochecer (6pm-10pm),Egipto,Suburbano,395,Delito de Drogas,4.5,5,Femenino,Menor de 18,0,0,46.89,Arma de Fuego,Junio,False,False,Media
CRM0005375,2022,11,Viernes,Otoño,Madrugada (2am-6am),México,Urbano,2136,Homicidio,9.8,1,Masculino,56-65,2,3,66.86,Sustancia Química,Noviembre,True,False,Alta
CRM0005376,2023,3,Miércoles,Otoño,Noche (10pm-2am),Estados Unidos,Suburbano,940,Hurto,3.4,1,Masculino,Menor de 18,0,0,1305.88,Sin Arma Registrada,Marzo,False,False,Media
CRM0005377,2023,4,Viernes,Invierno,Mañana (6am-12pm),Brasil,Urbano,1813,Asalto,7.2,1,Masculino,56-65,1,0,260.67,Arma Blanca,Abril,False,False,Alta
CRM0005378,2022,11,Domingo,Verano,Anochecer (6pm-10pm),Alemania,Suburbano,213,Incendio Provocado,6.2,1,Masculino,26-35,3,0,54.36,Arma de Fuego,Noviembre,False,False,Media
CRM0005379,2024,10,Domingo,Otoño,Anochecer (6pm-10pm),India,Rural,117,Allanamiento,5.9,1,Femenino,46-55,0,0,412.85,Sin Arma Registrada,Octubre,False,False,Media
CRM0005380,2021,3,Martes,Verano,Anochecer (6pm-10pm),México,Urbano,1714,Hurto,4.8,3,Femenino,36-45,0,0,243.75,Desconocido,Marzo,False,False,Media
CRM0005381,2021,6,Domingo,Primavera,Noche (10pm-2am),Reino Unido,Rural,117,Vandalismo,1.9,1,Femenino,56-65,0,0,102.97,Arma Blanca,Junio,False,False,Baja
CRM0005382,2022,1,Miércoles,Invierno,Madrugada (2am-6am),Alemania,Rural,67,Agresión Sexual,8.7,1,Masculino,18-25,4,0,279.31,Vehículo,Enero,False,False,Alta
CRM0005383,2021,8,Sábado,Verano,Tarde (12pm-6pm),México,Remoto,16,Hurto,4.8,1,Masculino,65+,0,0,122.03,Desconocido,Agosto,False,False,Media
CRM0005384,2020,8,Lunes,Invierno,Noche (10pm-2am),India,Urbano,4312,Hurto,4.2,1,Femenino,18-25,0,0,2829.21,Objeto Contundente,Agosto,False,True,Media
CRM0005385,2023,9,Lunes,Primavera,Noche (10pm-2am),India,Remoto,31,Hurto,2.2,1,Masculino,18-25,0,0,323.22,Arma de Fuego,Septiembre,False,False,Baja
CRM0005386,2022,6,Miércoles,Otoño,Tarde (12pm-6pm),Reino Unido,Urbano,434,Cibercrimen,4.1,1,Desconocido,56-65,0,0,1628.01,Vehículo,Junio,False,False,Media
CRM0005387,2022,1,Jueves,Verano,Anochecer (6pm-10pm),Estados Unidos,Remoto,20,Robo,6.3,1,Femenino,26-35,2,0,1715.62,Desconocido,Enero,False,False,Media
CRM0005388,2024,3,Lunes,Invierno,Tarde (12pm-6pm),México,Urbano,8864,Asalto,7.6,1,Femenino,36-45,1,0,290.81,Arma de Fuego,Marzo,False,False,Alta
CRM0005389,2023,1,Sábado,Verano,Anochecer (6pm-10pm),México,Remoto,25,Vandalismo,2.9,2,Masculino,26-35,0,0,94.47,Sin Arma Registrada,Enero,False,False,Baja
CRM0005390,2024,5,Sábado,Primavera,Noche (10pm-2am),Sudáfrica,Urbano,3858,Fraude,6.8,1,Masculino,18-25,0,0,7725.71,Objeto Contundente,Mayo,False,True,Alta
CRM0005391,2020,3,Sábado,Otoño,Anochecer (6pm-10pm),Reino Unido,Suburbano,436,Delito de Drogas,4.1,2,Masculino,26-35,0,0,179.45,Arma Blanca,Marzo,False,False,Media
CRM0005392,2023,2,Sábado,Invierno,Madrugada (2am-6am),Australia,Urbano,499,Cibercrimen,4.3,5,Masculino,36-45,0,0,589.68,Vehículo,Febrero,False,False,Media
CRM0005393,2024,3,Sábado,Verano,Madrugada (2am-6am),Brasil,Suburbano,285,Allanamiento,4.3,1,Masculino,65+,0,0,194.77,Arma de Fuego,Marzo,False,False,Media
CRM0005394,2023,9,Martes,Primavera,Noche (10pm-2am),India,Suburbano,93,Vandalismo,2.1,2,Masculino,46-55,0,0,259.72,Objeto Contundente,Septiembre,False,False,Baja
CRM0005395,2023,11,Jueves,Otoño,Noche (10pm-2am),Francia,Urbano,3018,Violencia Doméstica,5.5,1,Desconocido,46-55,2,0,26.86,Sin Arma Registrada,Noviembre,False,False,Media
CRM0005396,2022,8,Lunes,Invierno,Anochecer (6pm-10pm),Pakistán,Rural,88,Delito de Drogas,5.0,1,Femenino,36-45,0,0,18.47,Arma de Fuego,Agosto,False,False,Media
CRM0005397,2020,3,Jueves,Primavera,Mañana (6am-12pm),Turquía,Remoto,30,Robo,8.5,4,Masculino,46-55,4,0,653.46,Arma de Fuego,Marzo,False,False,Alta
CRM0005398,2022,11,Lunes,Invierno,Noche (10pm-2am),Brasil,Urbano,3387,Hurto,2.5,1,Masculino,46-55,0,0,242.23,Sin Arma Registrada,Noviembre,False,False,Baja
CRM0005399,2022,2,Lunes,Invierno,Anochecer (6pm-10pm),Australia,Rural,152,Asalto,6.4,1,Masculino,26-35,2,0,274.87,Arma Blanca,Febrero,False,False,Media
CRM0005400,2024,5,Miércoles,Verano,Tarde (12pm-6pm),Egipto,Urbano,3604,Violencia Doméstica,7.8,1,Femenino,Menor de 18,1,0,46.6,Sin Arma Registrada,Mayo,False,False,Alta
CRM0005401,2021,12,Sábado,Otoño,Anochecer (6pm-10pm),Australia,Urbano,386,Cibercrimen,6.0,1,Masculino,36-45,0,0,1556.92,Objeto Contundente,Diciembre,False,False,Media
CRM0005402,2024,12,Martes,Invierno,Mañana (6am-12pm),Pakistán,Suburbano,371,Agresión Sexual,7.8,1,Masculino,26-35,1,0,56.23,Arma Blanca,Diciembre,False,False,Alta
CRM0005403,2024,12,Sábado,Invierno,Tarde (12pm-6pm),Indonesia,Suburbano,195,Fraude,6.7,5,Masculino,18-25,0,0,6349.7,Arma Blanca,Diciembre,False,True,Alta
CRM0005404,2021,1,Viernes,Otoño,Tarde (12pm-6pm),Alemania,Remoto,19,Violencia Doméstica,5.8,1,Desconocido,56-65,2,0,43.55,Arma Blanca,Enero,False,False,Media
CRM0005405,2022,4,Domingo,Primavera,Anochecer (6pm-10pm),Egipto,Remoto,35,Violencia Doméstica,6.2,2,Femenino,18-25,4,0,64.81,Sin Arma Registrada,Abril,False,False,Media
CRM0005406,2024,8,Sábado,Primavera,Mañana (6am-12pm),Brasil,Suburbano,643,Cibercrimen,5.6,4,Masculino,46-55,0,0,897.54,Objeto Contundente,Agosto,False,False,Media
CRM0005407,2024,1,Domingo,Verano,Tarde (12pm-6pm),Indonesia,Urbano,1770,Fraude,6.1,2,Femenino,26-35,0,0,5756.02,Arma Blanca,Enero,False,True,Media
CRM0005408,2022,5,Martes,Primavera,Anochecer (6pm-10pm),Francia,Urbano,3515,Secuestro,8.7,2,Masculino,26-35,9,0,53.87,Arma de Fuego,Mayo,False,False,Alta
CRM0005409,2021,12,Miércoles,Primavera,Anochecer (6pm-10pm),Estados Unidos,Suburbano,521,Fraude,6.2,2,Masculino,Menor de 18,0,0,2638.98,Arma Blanca,Diciembre,False,True,Media
CRM0005410,2022,4,Lunes,Primavera,Noche (10pm-2am),Estados Unidos,Suburbano,504,Asalto,5.7,1,Femenino,36-45,3,0,243.52,Sustancia Química,Abril,False,False,Media
CRM0005411,2023,6,Lunes,Primavera,Anochecer (6pm-10pm),Pakistán,Rural,71,Delito de Drogas,5.7,1,Femenino,56-65,0,0,6.87,Sin Arma Registrada,Junio,False,False,Media
CRM0005412,2021,7,Jueves,Invierno,Noche (10pm-2am),Alemania,Urbano,595,Violencia Doméstica,6.2,3,Masculino,18-25,1,0,19.06,Sin Arma Registrada,Julio,False,False,Media
CRM0005413,2023,9,Jueves,Otoño,Noche (10pm-2am),Reino Unido,Urbano,3548,Robo,7.4,1,Masculino,18-25,0,0,322.59,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0005414,2020,1,Viernes,Otoño,Mañana (6am-12pm),México,Suburbano,2027,Homicidio,8.3,1,Femenino,18-25,2,1,169.83,Sin Arma Registrada,Enero,False,False,Alta
CRM0005415,2020,11,Miércoles,Invierno,Mañana (6am-12pm),México,Urbano,1452,Cibercrimen,3.9,2,Masculino,36-45,0,0,5047.74,Vehículo,Noviembre,False,True,Media
CRM0005416,2022,10,Jueves,Verano,Noche (10pm-2am),México,Suburbano,507,Incendio Provocado,8.6,1,Femenino,Menor de 18,3,0,28.26,Arma de Fuego,Octubre,False,False,Alta
CRM0005417,2022,4,Domingo,Verano,Tarde (12pm-6pm),Nigeria,Suburbano,338,Robo,8.7,1,Femenino,46-55,1,0,585.19,Desconocido,Abril,False,False,Alta
CRM0005418,2021,6,Domingo,Otoño,Tarde (12pm-6pm),India,Suburbano,1357,Allanamiento,5.8,1,Femenino,36-45,0,0,249.0,Arma de Fuego,Junio,False,False,Media
CRM0005419,2022,10,Martes,Otoño,Anochecer (6pm-10pm),Reino Unido,Remoto,37,Fraude,5.0,1,Masculino,56-65,0,0,949.36,Arma de Fuego,Octubre,False,False,Media
CRM0005420,2021,7,Lunes,Invierno,Mañana (6am-12pm),Australia,Urbano,3709,Delito de Drogas,6.1,1,Desconocido,18-25,0,0,97.06,Arma de Fuego,Julio,False,False,Media
CRM0005421,2021,7,Miércoles,Verano,Noche (10pm-2am),India,Suburbano,676,Vandalismo,2.8,3,Masculino,46-55,0,0,116.23,Arma Blanca,Julio,False,False,Baja
CRM0005422,2021,8,Domingo,Verano,Noche (10pm-2am),Sudáfrica,Suburbano,463,Incendio Provocado,9.0,2,Masculino,46-55,1,0,106.58,Arma Blanca,Agosto,False,False,Alta
CRM0005423,2024,10,Domingo,Primavera,Noche (10pm-2am),Alemania,Urbano,1141,Allanamiento,4.6,1,Masculino,56-65,0,0,502.52,Arma de Fuego,Octubre,False,False,Media
CRM0005424,2022,8,Miércoles,Primavera,Anochecer (6pm-10pm),Canadá,Suburbano,754,Robo,7.3,1,Femenino,36-45,0,0,611.83,Sin Arma Registrada,Agosto,False,False,Alta
CRM0005425,2022,8,Domingo,Invierno,Mañana (6am-12pm),Pakistán,Rural,54,Hurto,4.8,1,Masculino,36-45,0,0,610.15,Arma de Fuego,Agosto,False,False,Media
CRM0005426,2023,8,Sábado,Invierno,Anochecer (6pm-10pm),Pakistán,Suburbano,313,Fraude,6.7,1,Femenino,18-25,0,0,11881.44,Sin Arma Registrada,Agosto,False,True,Alta
CRM0005427,2024,12,Viernes,Primavera,Tarde (12pm-6pm),Pakistán,Urbano,2648,Cibercrimen,4.5,1,Femenino,36-45,0,0,27920.09,Arma Blanca,Diciembre,False,True,Media
CRM0005428,2021,8,Miércoles,Verano,Mañana (6am-12pm),Brasil,Urbano,366,Hurto,2.4,1,Masculino,56-65,0,0,1452.59,Objeto Contundente,Agosto,False,False,Baja
CRM0005429,2023,6,Sábado,Otoño,Anochecer (6pm-10pm),India,Rural,168,Cibercrimen,5.4,1,Masculino,18-25,0,0,360.64,Objeto Contundente,Junio,False,False,Media
CRM0005430,2023,9,Domingo,Verano,Madrugada (2am-6am),Estados Unidos,Urbano,3986,Fraude,5.3,1,Desconocido,Menor de 18,0,0,1438.37,Arma Blanca,Septiembre,False,False,Media
